Label,University_Name,UniversityNo,Year,Topic,Province,University_Name_Location,Plan_Number,Ranking_Scores,Media_Impact,GDP,Population,GDP_Per_Person,Distance
7880,南方医科大学,12121,2014,理科,广东,南方医科大学,1128,62.04,0,6216397,10644,584.0282788425,14.5
7893,南方医科大学,12121,2010,理科,广东,南方医科大学,1693,5.29,0,3948256,10130.1854628636,389.7516007455,14.5
7905,南方医科大学,12121,2011,理科,广东,南方医科大学,1899,5.27,0,4601306,10440.94,440.6984428605,14.5
7917,南方医科大学,12121,2013,文科,广东,南方医科大学,58,4.73,0,5706792,10594,538.6815178403,14.5
7929,南方医科大学,12121,2014,文科,广东,南方医科大学,38,62.04,0,6216397,10644,584.0282788425,14.5
7941,南方医科大学,12121,2015,理科,广东,南方医科大学,1522,63.23,0,6779224,10724,632.1544199925,14.5
7953,南方医科大学,12121,2011,文科,广东,南方医科大学,266,5.27,0,4601306,10440.94,440.6984428605,14.5
7965,南方医科大学,12121,2013,理科,广东,南方医科大学,1262,4.73,0,5706792,10594,538.6815178403,14.5
7982,南昌大学,10403,2010,理科,江西,南昌大学,22,7.42,0.0427983539,765518,4432.1581,172.7190192065,775
7985,南昌大学,10403,2013,理科,江西,南昌大学,42,6.38,0.0413625304,1294888,4503.9321,287.5016699297,775
7986,南昌大学,10403,2011,文科,江西,南昌大学,11,6.91,0.0388259109,945126,4462.2489,211.8048592045,775
7999,南昌大学,10403,2011,理科,江西,南昌大学,20,6.91,0.0388259109,945126,4462.2489,211.8048592045,775
8008,南昌大学,10403,2010,文科,江西,南昌大学,20,7.42,0.0427983539,765518,4432.1581,172.7190192065,775
8010,南昌大学,10403,2012,文科,江西,南昌大学,10,6.61,0.0407854985,1170282,4488.4367,260.7326510809,775
8017,南昌大学,10403,2014,理科,江西,南昌大学,49,62.87,0.0456168831,1433850,4522.15,317.0726313811,775
8025,南昌大学,10403,2014,文科,江西,南昌大学,14,62.87,0.0456168831,1433850,4522.15,317.0726313811,775
8051,南昌大学,10403,2013,文科,江西,南昌大学,14,6.38,0.0413625304,1294888,4503.9321,287.5016699297,775
8062,南昌大学,10403,2012,理科,江西,南昌大学,19,6.61,0.0407854985,1170282,4488.4367,260.7326510809,775
8069,南昌大学,10403,2015,理科,江西,南昌大学,74,63.94,0,1570859,4542,345.8518273888,775
8092,南昌大学,10403,2015,文科,江西,南昌大学,19,63.94,0,1570859,4542,345.8518273888,775
8126,厦门大学,10384,2010,理科,福建,厦门大学,70,26.4,0.1189300412,1223653,3666,333.784233497,686
8130,厦门大学,10384,2012,理科,福建,厦门大学,91,25.42,0.1465256798,1756018,3720,472.0478494624,686
8134,厦门大学,10384,2013,理科,福建,厦门大学,111,24.63,0.1377128954,1970178,3748,525.6611526147,686
8139,厦门大学,10384,2015,理科,福建,厦门大学,107,71.66,0.1762870515,2405576,3806,632.0483447189,686
8160,厦门大学,10384,2013,文科,福建,厦门大学,27,24.63,0.1377128954,1970178,3748,525.6611526147,686
8163,厦门大学,10384,2012,文科,福建,厦门大学,23,25.42,0.1465256798,1756018,3720,472.0478494624,686
8175,厦门大学,10384,2014,理科,福建,厦门大学,97,70.43,0.1818181818,2175964,3774,576.5670376259,686
8187,厦门大学,10384,2014,文科,福建,厦门大学,18,70.43,0.1818181818,2175964,3774,576.5670376259,686
8200,厦门大学,10384,2011,文科,福建,厦门大学,25,26.03,0.1708502024,1473712,3693,399.0555104251,686
8219,厦门大学,10384,2015,文科,福建,厦门大学,17,71.66,0.1762870515,2405576,3806,632.0483447189,686
8228,厦门大学,10384,2011,理科,福建,厦门大学,87,26.03,0.1708502024,1473712,3693,399.0555104251,686
8241,厦门大学,10384,2010,文科,福建,厦门大学,22,26.4,0.1189300412,1223653,3666,333.784233497,686
8246,厦门大学,60384,2015,文科,福建,厦门大学(中外合作办学专业),10,71.66,0.1762870515,2405576,3806,632.0483447189,686
8271,厦门大学,60384,2015,理科,福建,厦门大学(中外合作办学专业),16,71.66,0.1762870515,2405576,3806,632.0483447189,686
8272,厦门大学,60384,2014,文科,福建,厦门大学(中外合作办学专业),10,70.43,0.1818181818,2175964,3774,576.5670376259,686
8275,厦门大学,60384,2014,理科,福建,厦门大学(中外合作办学专业),12,70.43,0.1818181818,2175964,3774,576.5670376259,686
8286,合肥工业大学,10359,2015,理科,安徽,合肥工业大学,90,64.31,0,2084875,6083,342.7379582443,1212
8287,合肥工业大学,10359,2012,理科,安徽,合肥工业大学,50,8.02,0,1530065,5968,256.3781836461,1212
8291,合肥工业大学,10359,2013,文科,安徽,合肥工业大学,2,7.89,0,1721205,5988,287.4423847695,1212
8294,合肥工业大学,19359,2012,理科,安徽,合肥工业大学(宣城校区),64,8.02,0,1530065,5968,256.3781836461,1212
8299,合肥工业大学,10359,2011,文科,安徽,合肥工业大学,10,7.28,0,1235933,5956.7,207.4861920191,1212
8302,合肥工业大学,10359,2011,理科,安徽,合肥工业大学,105,7.28,0,1235933,5956.7,207.4861920191,1212
8325,合肥工业大学,10359,2014,理科,安徽,合肥工业大学,86,63.22,0,1903887,6029.8,315.7462934094,1212
8331,合肥工业大学,10359,2010,理科,安徽,合肥工业大学,108,7.12,0,1006282,6131,164.1301582124,1212
8332,合肥工业大学,10359,2013,理科,安徽,合肥工业大学,67,7.89,0,1721205,5988,287.4423847695,1212
8342,合肥工业大学,10359,2014,文科,安徽,合肥工业大学,2,63.22,0,1903887,6029.8,315.7462934094,1212
8350,合肥工业大学,19359,2013,理科,安徽,合肥工业大学(宣城校区),80,7.89,0,1721205,5988,287.4423847695,1212
8371,合肥工业大学,10359,2010,文科,安徽,合肥工业大学,6,7.12,0,1006282,6131,164.1301582124,1212
8382,合肥工业大学,19359,2014,理科,安徽,合肥工业大学(宣城校区),64,63.22,0,1903887,6029.8,315.7462934094,1212
8383,合肥工业大学,19359,2015,理科,安徽,合肥工业大学(宣城校区),64,64.31,0,2084875,6083,342.7379582443,1212
8402,吉林大学,10183,2010,文科,吉林,吉林大学,10,37.23,0.0740740741,727875,2739.55,265.6914456754,3064
8409,吉林大学,10183,2010,理科,吉林,吉林大学,90,37.23,0.0740740741,727875,2739.55,265.6914456754,3064
8415,吉林大学,10183,2014,文科,吉林,吉林大学,24,74.95,0.1030844156,1298146,2751.28,471.833473874,3064
8428,吉林大学,10183,2011,理科,吉林,吉林大学,100,35.41,0.0680161943,866758,2746.6,315.5748925945,3064
8429,吉林大学,10183,2014,理科,吉林,吉林大学,174,74.95,0.1030844156,1298146,2751.28,471.833473874,3064
