"","University_Name","UniversityNo","Year","Topic","Province","University_Name_Location","Plan_Number","Lowest_Ranking","Score","Ranking_Scores","Media_Impact","GDP","Population","Student_Population","GDP_Per_Person","X1A_Number","Ranking_Percentage","University_Name_Pinyin","Distance"
"8789","四川农业大学",10626,2015,"理科","四川","四川农业大学",10,51000,577,62.96,0,2853666,8140,75.4,350.573218673219,51000,1,"sichuannongyedaxue",1574
"8790","四川农业大学",10626,2014,"理科","四川","四川农业大学",10,43106,560,61.42,0,2626077,8107,75.6,323.927100037005,43106,1,"sichuannongyedaxue",1574
"8793","四川农业大学",10626,2013,"理科","四川","四川农业大学",20,40420,574,3.61,0,2387280,8076.2,72.7,295.594462742379,40420,1,"sichuannongyedaxue",1574
"8800","四川农业大学",10626,2010,"理科","四川","四川农业大学",20,29550,621,4.51,0,1415128,8185,61.5,172.892852779475,29550,1,"sichuannongyedaxue",1574
"8805","四川大学",10610,2013,"理科","四川","四川大学",94,15834,602,30,0.135279805352798,2387280,8076.2,72.7,295.594462742379,40420,0.391736763978229,"sichuandaxue",1581
"8812","四川大学",10610,2012,"文科","四川","四川大学",16,2635,614,32.23,0.136253776435045,2102668,8050,69.2,261.20099378882,10000,0.2635,"sichuandaxue",1581
"8816","四川大学",10610,2010,"理科","四川","四川大学",93,14285,639,34.18,0.121399176954733,1415128,8185,61.5,172.892852779475,29550,0.4834179357022,"sichuandaxue",1581
"8819","四川大学",10610,2014,"文科","四川","四川大学",17,2477,614,72.31,0.145292207792208,2626077,8107,75.6,323.927100037005,14000,0.176928571428571,"sichuandaxue",1581
"8828","四川大学",10610,2014,"理科","四川","四川大学",103,13913,599,72.31,0.145292207792208,2626077,8107,75.6,323.927100037005,43106,0.322762492460446,"sichuandaxue",1581
"8834","四川大学",10610,2011,"文科","四川","四川大学",20,3237,605,33.37,0.139676113360324,1718548,8044.92,65.5,213.619029151315,10919,0.296455719388222,"sichuandaxue",1581
"8856","四川大学",10610,2010,"文科","四川","四川大学",16,3955,614,34.18,0.121399176954733,1415128,8185,61.5,172.892852779475,10869,0.363878921703929,"sichuandaxue",1581
"8868","四川大学",10610,2015,"文科","四川","四川大学",13,2654,609,74.05,0.126989079563183,2853666,8140,75.4,350.573218673219,16964,0.15644895071917,"sichuandaxue",1581
"8869","四川大学",10610,2013,"文科","四川","四川大学",16,3118,618,30,0.135279805352798,2387280,8076.2,72.7,295.594462742379,12924,0.241256576911173,"sichuandaxue",1581
"8881","四川大学",10610,2015,"理科","四川","四川大学",107,10464,629,74.05,0.126989079563183,2853666,8140,75.4,350.573218673219,51000,0.205176470588235,"sichuandaxue",1581
"8886","四川大学",10610,2011,"理科","四川","四川大学",93,15640,588,33.37,0.139676113360324,1718548,8044.92,65.5,213.619029151315,30392,0.514609107659911,"sichuandaxue",1581
"8909","四川大学",10610,2012,"理科","四川","四川大学",86,12524,611,32.23,0.136253776435045,2102668,8050,69.2,261.20099378882,29207,0.428801314753313,"sichuandaxue",1581
"8949","复旦大学",10246,2010,"理科","上海","复旦大学",34,429,684,55.83,0.452674897119342,1504645,2210.28412774259,61.5,680.747321629064,29550,0.0145177664974619,"fudandaxue",1473
"8951","复旦大学",10246,2011,"理科","上海","复旦大学",36,260,655,54.89,0.469635627530364,1716598,2302.66,65.5,745.484787159199,30392,0.00855488286391155,"fudandaxue",1473
"8952","复旦大学",10246,2014,"文科","上海","复旦大学",21,92,652,82.51,0.435064935064935,2160212,2415.15,75.6,894.442167153179,14000,0.00657142857142857,"fudandaxue",1473
"8963","复旦大学",10246,2015,"文科","上海","复旦大学",13,133,645,80.92,0.447737909516381,2356094,2426,75.4,971.184666117065,16964,0.00784013204432917,"fudandaxue",1473
"8975","复旦大学",10246,2014,"理科","上海","复旦大学",28,225,668,82.51,0.435064935064935,2160212,2415.15,75.6,894.442167153179,43106,0.00521969099429314,"fudandaxue",1473
"8988","复旦大学",10246,2012,"文科","上海","复旦大学",12,59,658,55.57,0.453172205438066,1919569,2347.46,69.2,817.721707718129,10000,0.0059,"fudandaxue",1473
"9000","复旦大学",10246,2015,"理科","上海","复旦大学",12,173,684,80.92,0.447737909516381,2356094,2426,75.4,971.184666117065,51000,0.0033921568627451,"fudandaxue",1473
"9014","复旦大学",10246,2013,"文科","上海","复旦大学",15,69,662,55.87,0.489051094890511,2018172,2380.43,72.7,847.818251324341,12924,0.005338904363974,"fudandaxue",1473
"9024","复旦大学",10246,2012,"理科","上海","复旦大学",40,601,664,55.57,0.453172205438066,1919569,2347.46,69.2,817.721707718129,29207,0.0205772588762968,"fudandaxue",1473
"9036","复旦大学",10246,2011,"文科","上海","复旦大学",16,81,649,54.89,0.469635627530364,1716598,2302.66,65.5,745.484787159199,10919,0.0074182617455811,"fudandaxue",1473
"9054","复旦大学",10246,2013,"理科","上海","复旦大学",26,236,674,55.87,0.489051094890511,2018172,2380.43,72.7,847.818251324341,40420,0.00583869371598219,"fudandaxue",1473
"9063","复旦大学",19246,2015,"理科","上海","复旦大学医学",5,326,679,80.92,0.447737909516381,2356094,2426,75.4,971.184666117065,51000,0.0063921568627451,"fudandaxue",1473
"9066","复旦大学",19246,2014,"理科","上海","复旦大学医学",11,1241,649,82.51,0.435064935064935,2160212,2415.15,75.6,894.442167153179,43106,0.0287894956618568,"fudandaxue",1473
"9069","复旦大学",19246,2013,"理科","上海","复旦大学医学",15,599,663,55.87,0.489051094890511,2018172,2380.43,72.7,847.818251324341,40420,0.0148193963384463,"fudandaxue",1473
"9072","复旦大学",10246,2010,"文科","上海","复旦大学",15,89,656,55.83,0.452674897119342,1504645,2210.28412774259,61.5,680.747321629064,10869,0.0081884257981415,"fudandaxue",1473
"9102","大连海事大学",10151,2013,"理科","辽宁","大连海事大学",100,36644,574,3.18,0,2484643,4389,72.7,566.106858054226,40420,0.906580900544285,"dalianhaishidaxue",2259
"9110","大连海事大学",10151,2012,"理科","辽宁","大连海事大学",77,28425,585,3.37,0,2222670,4383,69.2,507.111567419576,29207,0.973225596603554,"dalianhaishidaxue",2259
"9114","大连海事大学",10151,2014,"文科","辽宁","大连海事大学",16,14000,579,61.27,0,2707765,4390,75.6,616.802961275626,14000,1,"dalianhaishidaxue",2259
"9118","大连海事大学",10151,2015,"文科","辽宁","大连海事大学",17,10606,582,62.53,0,2862658,4391,75.4,651.937599635618,16964,0.625206319264324,"dalianhaishidaxue",2259
"9128","大连海事大学",10151,2012,"文科","辽宁","大连海事大学",14,6861,597,3.37,0,2222670,4383,69.2,507.111567419576,10000,0.6861,"dalianhaishidaxue",2259
"9133","大连海事大学",10151,2011,"理科","辽宁","大连海事大学",78,27389,571,3.28,0,1845727,4375,65.5,421.880457142857,30392,0.901191102921822,"dalianhaishidaxue",2259
"9145","大连海事大学",10151,2015,"理科","辽宁","大连海事大学",104,41528,586,62.53,0,2862658,4391,75.4,651.937599635618,51000,0.814274509803922,"dalianhaishidaxue",2259
"9159","大连海事大学",10151,2011,"文科","辽宁","大连海事大学",12,9861,582,3.28,0,1845727,4375,65.5,421.880457142857,10919,0.903104679915743,"dalianhaishidaxue",2259
"9181","大连海事大学",10151,2010,"文科","辽宁","大连海事大学",14,7594,602,3.38,0,1521250,4341,61.5,350.437687168855,10869,0.698684331585242,"dalianhaishidaxue",2259
"9195","大连海事大学",10151,2014,"理科","辽宁","大连海事大学",104,43106,560,61.27,0,2707765,4390,75.6,616.802961275626,43106,1,"dalianhaishidaxue",2259
"9207","大连海事大学",10151,2013,"文科","辽宁","大连海事大学",16,12924,594,3.18,0,2484643,4389,72.7,566.106858054226,12924,1,"dalianhaishidaxue",2259
"9222","大连海事大学",10151,2010,"理科","辽宁","大连海事大学",73,29032,621,3.38,0,1521250,4341,61.5,350.437687168855,29550,0.982470389170897,"dalianhaishidaxue",2259
"9246","大连理工大学",10141,2015,"理科","辽宁","大连理工大学",52,12773,625,67.81,0.0361934477379095,2862658,4391,75.4,651.937599635618,51000,0.250450980392157,"dalianligongdaxue",2259
"9249","大连理工大学",10141,2012,"理科","辽宁","大连理工大学",35,13157,610,17.34,0.0252567975830816,2222670,4383,69.2,507.111567419576,29207,0.450474201390078,"dalianligongdaxue",2259
"9252","大连理工大学",10141,2013,"理科","辽宁","大连理工大学",42,11390,611,18.82,0.0253041362530414,2484643,4389,72.7,566.106858054226,40420,0.281791192478971,"dalianligongdaxue",2259
"9260","大连理工大学",19141,2015,"理科","辽宁","大连理工大学(盘锦校区)",15,40289,587,67.81,0.0361934477379095,2862658,4391,75.4,651.937599635618,51000,0.789980392156863,"dalianligongdaxue",2259
"9263","大连理工大学",19141,2013,"理科","辽宁","大连理工大学盘锦校区",13,40420,574,18.82,0.0253041362530414,2484643,4389,72.7,566.106858054226,40420,1,"dalianligongdaxue",2259
"9266","大连理工大学",19141,2014,"理科","辽宁","大连理工大学(盘锦校区)",14,37487,566,67.77,0,2707765,4390,75.6,616.802961275626,43106,0.869646916902519,"dalianligongdaxue",2259
"9269","大连理工大学",10141,2011,"理科","辽宁","大连理工大学",30,13424,592,17.8,0.0267611336032389,1845727,4375,65.5,421.880457142857,30392,0.44169518294288,"dalianligongdaxue",2259
"9276","大连理工大学",10141,2010,"理科","辽宁","大连理工大学",30,11656,643,18.38,0.0267078189300412,1521250,4341,61.5,350.437687168855,29550,0.394450084602369,"dalianligongdaxue",2259
"9282","大连理工大学",10141,2014,"理科","辽宁","大连理工大学",47,13426,600,67.77,0,2707765,4390,75.6,616.802961275626,43106,0.311464761286132,"dalianligongdaxue",2259
"9291","天津医科大学",10062,2010,"理科","天津","天津医科大学",10,27798,622,3.49,0,752185,1228.16,61.5,612.448703751954,29550,0.940710659898477,"tianjinyikedaxue",2102
"9292","天津医科大学",10062,2011,"理科","天津","天津医科大学",5,25146,574,3.77,0,922446,1299.29,65.5,709.961594409254,30392,0.827388786522769,"tianjinyikedaxue",2102
"9295","天津大学",10056,2011,"理科","天津","天津大学",33,12966,593,21.98,0.0757085020242915,922446,1299.29,65.5,709.961594409254,30392,0.426625427744143,"tianjindaxue",2090
"9297","天津大学",10056,2010,"理科","天津","天津大学",30,6611,654,22.65,0.0650205761316872,752185,1228.16,61.5,612.448703751954,29550,0.223722504230118,"tianjindaxue",2090
"9302","天津大学",10056,2011,"文科","天津","天津大学",2,3475,603,21.98,0.0757085020242915,922446,1299.29,65.5,709.961594409254,10919,0.318252587233263,"tianjindaxue",2090
"9307","天津大学",10056,2014,"理科","天津","天津大学",51,35316,568,68.56,0.0933441558441558,1437016,1472.21,75.6,976.094443048206,43106,0.819282698464251,"tianjindaxue",2090
"9314","天津大学",10056,2012,"理科","天津","天津大学",40,10825,615,22.17,0.0731117824773414,1130728,1354.58,69.2,834.744348801843,29207,0.370630328345944,"tianjindaxue",2090
"9321","天津大学",10056,2015,"理科","天津","天津大学",57,9347,632,70.03,0.0845553822152886,1572247,1517,75.4,1036.41858932103,51000,0.183274509803922,"tianjindaxue",2090
"9329","天津大学",10056,2013,"理科","天津","天津大学",45,8421,618,20.99,0.0720194647201946,1289388,1413.15,72.7,912.42118671054,40420,0.208337456704602,"tianjindaxue",2090
"9344","天津财经大学",10070,2012,"文科","天津","天津财经大学",15,5384,602,1.51,0,1130728,1354.58,69.2,834.744348801843,10000,0.5384,"tianjincaijingdaxue",2103
"9351","天津财经大学",10070,2010,"理科","天津","天津财经大学",25,16829,636,1.22,0,752185,1228.16,61.5,612.448703751954,29550,0.569509306260575,"tianjincaijingdaxue",2103
"9352","天津财经大学",10070,2013,"文科","天津","天津财经大学",19,8113,600,1.52,0,1289388,1413.15,72.7,912.42118671054,12924,0.627746827607552,"tianjincaijingdaxue",2103
"9366","天津财经大学",10070,2014,"理科","天津","天津财经大学",21,22571,585,60.58,0,1437016,1472.21,75.6,976.094443048206,43106,0.523616201920846,"tianjincaijingdaxue",2103
"9379","天津财经大学",10070,2014,"文科","天津","天津财经大学",16,7847,593,60.58,0,1437016,1472.21,75.6,976.094443048206,14000,0.5605,"tianjincaijingdaxue",2103
"9388","天津财经大学",10070,2012,"理科","天津","天津财经大学",21,17585,602,1.51,0,1130728,1354.58,69.2,834.744348801843,29207,0.60208169274489,"tianjincaijingdaxue",2103
"9400","天津财经大学",10070,2011,"文科","天津","天津财经大学",18,5863,594,1.39,0,922446,1299.29,65.5,709.961594409254,10919,0.536953933510395,"tianjincaijingdaxue",2103
"9412","天津财经大学",10070,2013,"理科","天津","天津财经大学",26,26286,586,1.52,0,1289388,1413.15,72.7,912.42118671054,40420,0.650321622958931,"tianjincaijingdaxue",2103
"9424","天津财经大学",10070,2015,"文科","天津","天津财经大学",20,9808,584,61.97,0,1572247,1517,75.4,1036.41858932103,16964,0.578165526998349,"tianjincaijingdaxue",2103
"9436","天津财经大学",10070,2015,"理科","天津","天津财经大学",30,23874,607,61.97,0,1572247,1517,75.4,1036.41858932103,51000,0.468117647058824,"tianjincaijingdaxue",2103
"9459","天津财经大学",10070,2010,"文科","天津","天津财经大学",20,4224,613,1.22,0,752185,1228.16,61.5,612.448703751954,10869,0.388628208666851,"tianjincaijingdaxue",2103
"9469","天津财经大学",10070,2011,"理科","天津","天津财经大学",23,18793,583,1.39,0,922446,1299.29,65.5,709.961594409254,30392,0.618353514082653,"tianjincaijingdaxue",2103
"9488","太原理工大学",10112,2014,"理科","山西","太原理工大学",30,43106,560,62.08,0,1260224,3629.8,75.6,347.188274836079,43106,1,"taiyuanligongdaxue",1865
"9492","太原理工大学",10112,2013,"理科","山西","太原理工大学",30,40420,574,4.88,0,1211283,3610.83,72.7,335.458329525345,40420,1,"taiyuanligongdaxue",1865
"9494","太原理工大学",10112,2012,"理科","山西","太原理工大学",30,29207,585,5.63,0,1123755,3593.28,69.2,312.737944162437,29207,1,"taiyuanligongdaxue",1865
"9497","太原理工大学",10112,2010,"理科","山西","太原理工大学",40,25698,625,6.2,0,735831,3427.36,61.5,214.693233275757,29550,0.869644670050761,"taiyuanligongdaxue",1865
"9500","太原理工大学",10112,2015,"理科","山西","太原理工大学",30,48107,579,63.48,0,1275944,3648,75.4,349.765350877193,51000,0.943274509803922,"taiyuanligongdaxue",1865
"9510","太原理工大学",10112,2011,"理科","山西","太原理工大学",30,30392,568,5.42,0,920086,3574.11,65.5,257.430800954643,30392,1,"taiyuanligongdaxue",1865
"9524","安徽医科大学",10366,2014,"理科","安徽","安徽医科大学",8,30735,573,60.89,0,1903887,6029.8,75.6,315.7462934094,43106,0.713009789820443,"anhuiyikedaxue",1215
"9525","安徽医科大学",10366,2013,"理科","安徽","安徽医科大学",8,23805,589,2.15,0,1721205,5988,72.7,287.442384769539,40420,0.588941118258288,"anhuiyikedaxue",1215
"9527","安徽医科大学",10366,2012,"理科","安徽","安徽医科大学",3,25590,589,1.63,0,1530065,5968,69.2,256.378183646113,29207,0.876159824699558,"anhuiyikedaxue",1215
"9531","安徽医科大学",10366,2015,"理科","安徽","安徽医科大学",8,51000,577,62.24,0,2084875,6083,75.4,342.737958244287,51000,1,"anhuiyikedaxue",1215
"9540","安徽大学",10357,2015,"理科","安徽","安徽大学",25,34909,593,63.46,0.0410296411856474,2084875,6083,75.4,342.737958244287,51000,0.684490196078431,"anhuidaxue",1253
"9541","安徽大学",10357,2014,"文科","安徽","安徽大学",15,9109,589,62.04,0.0368506493506493,1903887,6029.8,75.6,315.7462934094,14000,0.650642857142857,"anhuidaxue",1253
"9547","安徽大学",10357,2011,"文科","安徽","安徽大学",10,9896,582,5,0,1235933,5956.7,65.5,207.486192019071,10919,0.906310101657661,"anhuidaxue",1253
"9549","安徽大学",10357,2011,"理科","安徽","安徽大学",10,30392,568,5,0,1235933,5956.7,65.5,207.486192019071,30392,1,"anhuidaxue",1253
"9562","安徽大学",10357,2015,"文科","安徽","安徽大学",20,13096,577,63.46,0.0410296411856474,2084875,6083,75.4,342.737958244287,16964,0.771987738740863,"anhuidaxue",1253
"9579","安徽大学",10357,2012,"文科","安徽","安徽大学",16,9172,591,4.75,0.0264350453172205,1530065,5968,69.2,256.378183646113,10000,0.9172,"anhuidaxue",1253
"9581","安徽大学",10357,2013,"文科","安徽","安徽大学",15,8977,598,4.42,0.0265206812652068,1721205,5988,72.7,287.442384769539,12924,0.694599195295574,"anhuidaxue",1253
"9602","安徽大学",10357,2014,"理科","安徽","安徽大学",20,33427,570,62.04,0.0368506493506493,1903887,6029.8,75.6,315.7462934094,43106,0.77546049273883,"anhuidaxue",1253
"9606","安徽大学",10357,2010,"理科","安徽","安徽大学",10,22420,628,5.11,0,1006282,6131,61.5,164.130158212363,29550,0.758714043993232,"anhuidaxue",1253
"9617","安徽大学",10357,2010,"文科","安徽","安徽大学",10,10835,595,5.11,0,1006282,6131,61.5,164.130158212363,10869,0.996871837335541,"anhuidaxue",1253
"9629","安徽大学",10357,2013,"理科","安徽","安徽大学",20,33314,577,4.42,0.0265206812652068,1721205,5988,72.7,287.442384769539,40420,0.824195942602672,"anhuidaxue",1253
"9659","安徽大学",10357,2012,"理科","安徽","安徽大学",14,29207,585,4.75,0.0264350453172205,1530065,5968,69.2,256.378183646113,29207,1,"anhuidaxue",1253
"9684","对外经济贸易大学",10036,2013,"文科","北京","对外经济贸易大学",38,8898,598,3.88,0.0457420924574209,1787940,2069.3,72.7,864.031314937418,12924,0.688486536675952,"duiwaijingjimaoyidaxue",2136
"9687","对外经济贸易大学",10036,2015,"理科","北京","对外经济贸易大学",49,2713,655,63.09,0.049609984399376,2133083,2152,75.4,991.209572490706,51000,0.0531960784313725,"duiwaijingjimaoyidaxue",2136
"9696","对外经济贸易大学",10036,2012,"文科","北京","对外经济贸易大学",33,843,630,3.89,0.0450151057401813,1625193,2018.6,69.2,805.108986426236,10000,0.0843,"duiwaijingjimaoyidaxue",2136
"9709","对外经济贸易大学",10036,2010,"文科","北京","对外经济贸易大学",32,520,640,3.85,0.0502057613168724,1215300,1860,61.5,653.387096774194,10869,0.0478424878093661,"duiwaijingjimaoyidaxue",2136
"9713","对外经济贸易大学",10036,2011,"文科","北京","对外经济贸易大学",33,672,626,3.85,0.0481781376518219,1411358,1961.9,65.5,719.383250930221,10919,0.061544097444821,"duiwaijingjimaoyidaxue",2136
"9728","对外经济贸易大学",10036,2015,"文科","北京","对外经济贸易大学",32,891,625,63.09,0.049609984399376,2133083,2152,75.4,991.209572490706,16964,0.0525229898608819,"duiwaijingjimaoyidaxue",2136
"9737","对外经济贸易大学",10036,2012,"理科","北京","对外经济贸易大学",33,2136,646,3.89,0.0450151057401813,1625193,2018.6,69.2,805.108986426236,29207,0.0731331530112644,"duiwaijingjimaoyidaxue",2136
"9749","对外经济贸易大学",10036,2010,"理科","北京","对外经济贸易大学",33,2513,667,3.85,0.0502057613168724,1215300,1860,61.5,653.387096774194,29550,0.0850423011844332,"duiwaijingjimaoyidaxue",2136
"9761","对外经济贸易大学",10036,2011,"理科","北京","对外经济贸易大学",32,2261,627,3.85,0.0481781376518219,1411358,1961.9,65.5,719.383250930221,30392,0.0743945775204001,"duiwaijingjimaoyidaxue",2136
"9773","对外经济贸易大学",10036,2013,"理科","北京","对外经济贸易大学",38,2770,641,3.88,0.0457420924574209,1787940,2069.3,72.7,864.031314937418,40420,0.0685304304799604,"duiwaijingjimaoyidaxue",2136
"9789","对外经济贸易大学",10036,2014,"理科","北京","对外经济贸易大学",44,3875,629,61.63,0.0488636363636364,1950056,2114.8,75.6,922.09948931341,43106,0.0898946782350485,"duiwaijingjimaoyidaxue",2136
"9797","对外经济贸易大学",10036,2014,"文科","北京","对外经济贸易大学",36,1396,623,61.63,0.0488636363636364,1950056,2114.8,75.6,922.09948931341,14000,0.0997142857142857,"duiwaijingjimaoyidaxue",2136
"9828","山东大学",10422,2011,"理科","山东","山东大学",61,14621,589,29.13,0.088663967611336,3916992,9587.87,65.5,408.536202514218,30392,0.481080547512503,"shandongdaxue",1803
"9830","山东大学",19422,2012,"理科","山东","山东大学威海分校",35,26943,587,27.49,0.102719033232628,4536185,9637.27,69.2,470.691907563034,29207,0.922484335946862,"shandongdaxue",1803
"9831","山东大学",19422,2011,"文科","山东","山东大学威海分校",18,8309,586,29.13,0.088663967611336,3916992,9587.87,65.5,408.536202514218,10919,0.760967121531276,"shandongdaxue",1803
"9833","山东大学",19422,2010,"文科","山东","山东大学威海分校",12,9909,597,28.98,0.0888888888888889,3389665,9470.3,61.5,357.925831283064,10869,0.91167540712117,"shandongdaxue",1803
"9838","山东大学",10422,2012,"文科","山东","山东大学",25,9540,590,27.49,0.102719033232628,4536185,9637.27,69.2,470.691907563034,10000,0.954,"shandongdaxue",1803
"9853","山东大学",10422,2011,"文科","山东","山东大学",21,2949,606,29.13,0.088663967611336,3916992,9587.87,65.5,408.536202514218,10919,0.270079677626156,"shandongdaxue",1803
"9860","山东大学",10422,2015,"文科","山东","山东大学",37,3738,604,72.58,0.150546021840874,5942659,9789,75.4,607.075186433752,16964,0.220348974298514,"shandongdaxue",1803
"9868","山东大学",19422,2013,"文科","山东","山东大学威海分校",22,7877,601,28.09,0.122141119221411,5001324,9684.87,72.7,516.405899098284,12924,0.609486227174249,"shandongdaxue",1803
"9880","山东大学",19422,2015,"文科","山东","山东大学威海分校",22,8623,587,72.58,0.150546021840874,5942659,9789,75.4,607.075186433752,16964,0.508311718934214,"shandongdaxue",1803
"9891","山东大学",10422,2014,"理科","山东","山东大学",99,15712,596,71.81,0.152435064935065,5468433,9733.39,75.6,561.822037337454,43106,0.36449682178815,"shandongdaxue",1803
"9901","山东大学",19422,2010,"理科","山东","山东大学威海分校",18,29187,621,28.98,0.0888888888888889,3389665,9470.3,61.5,357.925831283064,29550,0.987715736040609,"shandongdaxue",1803
"9916","山东大学",10422,2010,"文科","山东","山东大学",19,3093,618,28.98,0.0888888888888889,3389665,9470.3,61.5,357.925831283064,10869,0.284570797681479,"shandongdaxue",1803
"9933","山东大学",10422,2015,"理科","山东","山东大学",99,14393,622,72.58,0.150546021840874,5942659,9789,75.4,607.075186433752,51000,0.28221568627451,"shandongdaxue",1803
"9936","山东大学",10422,2010,"理科","山东","山东大学",61,14519,639,28.98,0.0888888888888889,3389665,9470.3,61.5,357.925831283064,29550,0.491336717428088,"shandongdaxue",1803
"9948","山东大学",10422,2012,"理科","山东","山东大学",81,29207,585,27.49,0.102719033232628,4536185,9637.27,69.2,470.691907563034,29207,1,"shandongdaxue",1803
"9960","山东大学",10422,2013,"理科","山东","山东大学",104,15693,602,28.09,0.122141119221411,5001324,9684.87,72.7,516.405899098284,40420,0.388248391885205,"shandongdaxue",1803
"9977","山东大学",19422,2011,"理科","山东","山东大学威海分校",32,30392,568,29.13,0.088663967611336,3916992,9587.87,65.5,408.536202514218,30392,1,"shandongdaxue",1803
"9989","山东大学",19422,2014,"文科","山东","山东大学威海分校",22,10877,585,71.81,0.152435064935065,5468433,9733.39,75.6,561.822037337454,14000,0.776928571428571,"shandongdaxue",1803
"10001","山东大学",19422,2012,"文科","山东","山东大学威海分校",20,9007,591,27.49,0.102719033232628,4536185,9637.27,69.2,470.691907563034,10000,0.9007,"shandongdaxue",1803
"10022","山东大学",10422,2014,"文科","山东","山东大学",32,3582,608,71.81,0.152435064935065,5468433,9733.39,75.6,561.822037337454,14000,0.255857142857143,"shandongdaxue",1803
"10034","山东大学",19422,2013,"理科","山东","山东大学威海分校",48,27034,585,28.09,0.122141119221411,5001324,9684.87,72.7,516.405899098284,40420,0.668827313211282,"shandongdaxue",1803
"10055","山东大学",19422,2015,"理科","山东","山东大学威海分校",62,30960,598,72.58,0.150546021840874,5942659,9789,75.4,607.075186433752,51000,0.607058823529412,"shandongdaxue",1803
"10067","山东大学",19422,2014,"理科","山东","山东大学威海分校",53,38590,564,71.81,0.152435064935065,5468433,9733.39,75.6,561.822037337454,43106,0.895235002087876,"shandongdaxue",1803
"10079","山东大学",10422,2013,"文科","山东","山东大学",28,4280,612,28.09,0.122141119221411,5001324,9684.87,72.7,516.405899098284,12924,0.331166821417518,"shandongdaxue",1803
"10116","广东医学院",10571,2015,"理科","广东","广东医学院",688,51000,577,0,0,6779224,10724,75.4,632.15441999254,51000,1,"guangdongyixueyuan",431
"10117","广东外语外语大学",11846,2013,"文科","广东","广东外语外语大学",1971,6675,604,0,0,5706792,10594,72.7,538.681517840287,12924,0.516480965645311,"guangdongwaiyuwaiyudaxue",3.4
"10118","广东外语外语大学",11846,2013,"文科","广东","广东外语外语大学",1971,6675,604,0,0,5706792,10594,72.7,538.681517840287,12924,0.516480965645311,"guangdongwaiyuwaimaodaxue",3.4
"10129","广东外语外贸大学",11846,2010,"理科","广东","广东外语外贸大学",1909,17940,634,1.5,0,3948256,10130.1854628636,61.5,389.751600745512,29550,0.607106598984772,"guangdongwaiyuwaimaodaxue",22.5
"10134","广东外语外贸大学",11846,2012,"文科","广东","广东外语外贸大学",1940,7206,596,1.37,0.028036253776435,5321028,10505,69.2,506.523369823893,10000,0.7206,"guangdongwaiyuwaimaodaxue",22.5
"10136","广东外语外贸大学",11846,2011,"文科","广东","广东外语外贸大学",1993,5971,593,1.47,0.0279757085020243,4601306,10440.94,65.5,440.698442860509,10919,0.54684494917117,"guangdongwaiyuwaiyudaxue",22.5
"10137","广东外语外贸大学",11846,2011,"文科","广东","广东外语外贸大学",1993,5971,593,1.47,0.0279757085020243,4601306,10440.94,65.5,440.698442860509,10919,0.54684494917117,"guangdongwaiyuwaimaodaxue",22.5
"10148","广东外语外贸大学",11846,2015,"文科","广东","广东外语外贸大学",2089,10469,582,61.97,0,6779224,10724,75.4,632.15441999254,16964,0.617130393775053,"guangdongwaiyuwaiyudaxue",22.5
"10149","广东外语外贸大学",11846,2015,"文科","广东","广东外语外贸大学",2089,10469,582,61.97,0,6779224,10724,75.4,632.15441999254,16964,0.617130393775053,"guangdongwaiyuwaimaodaxue",22.5
"10162","广东外语外贸大学",11846,2011,"理科","广东","广东外语外贸大学",1908,15494,588,1.47,0.0279757085020243,4601306,10440.94,65.5,440.698442860509,30392,0.509805211897868,"guangdongwaiyuwaiyudaxue",22.5
"10163","广东外语外贸大学",11846,2011,"理科","广东","广东外语外贸大学",1908,15494,588,1.47,0.0279757085020243,4601306,10440.94,65.5,440.698442860509,30392,0.509805211897868,"guangdongwaiyuwaimaodaxue",22.5
"10174","广东外语外贸大学",11846,2014,"文科","广东","广东外语外贸大学",2086,7458,594,60.5,0,6216397,10644,75.6,584.02827884254,14000,0.532714285714286,"guangdongwaiyuwaimaodaxue",22.5
"10179","广东外语外贸大学",11846,2012,"理科","广东","广东外语外贸大学",1839,17488,602,1.37,0.028036253776435,5321028,10505,69.2,506.523369823893,29207,0.59876057109597,"guangdongwaiyuwaiyudaxue",22.5
"10180","广东外语外贸大学",11846,2012,"理科","广东","广东外语外贸大学",1839,17488,602,1.37,0.028036253776435,5321028,10505,69.2,506.523369823893,29207,0.59876057109597,"guangdongwaiyuwaimaodaxue",22.5
"10191","广东外语外贸大学",11846,2010,"理科","广东","广东外语外贸大学",1909,17940,634,1.5,0,3948256,10130.1854628636,61.5,389.751600745512,29550,0.607106598984772,"guangdongwaiyuwaiyudaxue",22.5
"10193","广东外语外贸大学",11846,2010,"文科","广东","广东外语外贸大学",2024,6871,604,1.5,0,3948256,10130.1854628636,61.5,389.751600745512,10869,0.632164872573374,"guangdongwaiyuwaiyudaxue",22.5
"10194","广东外语外贸大学",11846,2010,"文科","广东","广东外语外贸大学",2024,6871,604,1.5,0,3948256,10130.1854628636,61.5,389.751600745512,10869,0.632164872573374,"guangdongwaiyuwaimaodaxue",22.5
"10205","广东外语外贸大学",11846,2015,"理科","广东","广东外语外贸大学",1858,22426,609,61.97,0,6779224,10724,75.4,632.15441999254,51000,0.439725490196078,"guangdongwaiyuwaimaodaxue",22.5
